train/loss_simple_epoch,train/loss_vlb_epoch,train/loss_epoch,train/sunny_acc_epoch,train/inval_acc_epoch,epoch,step,train/loss_simple_step,train/loss_vlb_step,train/loss_step,train/sunny_acc_step,train/inval_acc_step,global_step
0.4587768316268921,0.0047521269880235195,0.4587768316268921,0.974365234375,0.861328125,0,0,,,,,,
1.3229252099990845,0.01625237427651882,1.3229252099990845,0.720458984375,0.999755859375,1,1,,,,,,
0.4621672034263611,0.0019623248372226954,0.4621672034263611,0.9765625,1.0,2,2,,,,,,
0.3961421549320221,0.0030080960132181644,0.3961421549320221,0.9892578125,0.996826171875,3,3,,,,,,
0.41082262992858887,0.0028342846781015396,0.41082262992858887,0.99267578125,0.928955078125,4,4,,,,,,
0.3000085949897766,0.0016675328370183706,0.3000085949897766,0.978515625,0.94384765625,5,5,,,,,,
0.37068772315979004,0.0036793393082916737,0.37068772315979004,0.9736328125,0.96923828125,6,6,,,,,,
0.28444796800613403,0.0024325279518961906,0.28444796800613403,0.99365234375,0.974609375,7,7,,,,,,
0.34854429960250854,0.0024641419295221567,0.34854429960250854,0.996337890625,0.986572265625,8,8,,,,,,
0.3421781063079834,0.0025354530662298203,0.3421781063079834,0.9970703125,0.997802734375,9,9,,,,,,
0.34578341245651245,0.003471500240266323,0.34578341245651245,0.99951171875,0.999755859375,10,10,,,,,,
0.2753680944442749,0.0133629459887743,0.2753680944442749,0.999755859375,1.0,11,11,,,,,,
0.31759119033813477,0.0016875832807272673,0.31759119033813477,0.999755859375,0.999755859375,12,12,,,,,,
0.3145911991596222,0.0016832419205456972,0.3145911991596222,0.996337890625,0.999755859375,13,13,,,,,,
0.2830481231212616,0.0012417007237672806,0.2830481231212616,0.99609375,0.999267578125,14,14,,,,,,
0.26742023229599,0.0021369485184550285,0.26742023229599,0.9990234375,0.99853515625,15,15,,,,,,
0.3260844349861145,0.0021002974826842546,0.3260844349861145,0.999267578125,0.996337890625,16,16,,,,,,
0.28880560398101807,0.0012309807352721691,0.28880560398101807,1.0,0.99755859375,17,17,,,,,,
0.2686786651611328,0.002828033175319433,0.2686786651611328,1.0,0.999755859375,18,18,,,,,,
0.3244228959083557,0.0030869771726429462,0.3244228959083557,0.999755859375,0.999755859375,19,19,,,,,,
0.27656206488609314,0.0012052733218297362,0.27656206488609314,0.99951171875,1.0,20,20,,,,,,
0.30299997329711914,0.0016268776962533593,0.30299997329711914,1.0,1.0,21,21,,,,,,
0.25214213132858276,0.005085389129817486,0.25214213132858276,0.999755859375,1.0,22,22,,,,,,
0.2685169577598572,0.0011574546806514263,0.2685169577598572,1.0,1.0,23,23,,,,,,
0.2960767149925232,0.0014741363702341914,0.2960767149925232,1.0,0.999755859375,24,24,,,,,,
0.32001012563705444,0.0029981036204844713,0.32001012563705444,0.99951171875,0.99853515625,25,25,,,,,,
0.26033127307891846,0.0011909289751201868,0.26033127307891846,0.999755859375,0.9970703125,26,26,,,,,,
0.26063287258148193,0.0011771764839068055,0.26063287258148193,1.0,0.99755859375,27,27,,,,,,
0.2935902774333954,0.0015415401430800557,0.2935902774333954,0.999755859375,0.99951171875,28,28,,,,,,
0.31042808294296265,0.0027148807421326637,0.31042808294296265,0.999755859375,1.0,29,29,,,,,,
0.294985294342041,0.001873608911409974,0.294985294342041,1.0,1.0,30,30,,,,,,
0.2651602625846863,0.0011258312733843923,0.2651602625846863,1.0,1.0,31,31,,,,,,
0.2425432801246643,0.0023477200884371996,0.2425432801246643,1.0,1.0,32,32,,,,,,
0.2908687889575958,0.001711798831820488,0.2908687889575958,1.0,0.999755859375,33,33,,,,,,
0.24458086490631104,0.001277526025660336,0.24458086490631104,1.0,1.0,34,34,,,,,,
0.2550290822982788,0.0010835687862709165,0.2550290822982788,0.999755859375,1.0,35,35,,,,,,
0.2855621874332428,0.0017265795031562448,0.2855621874332428,0.999755859375,1.0,36,36,,,,,,
0.26227322220802307,0.0011387327685952187,0.26227322220802307,0.99951171875,1.0,37,37,,,,,,
0.2795608639717102,0.0014855016488581896,0.2795608639717102,0.99951171875,1.0,38,38,,,,,,
0.24123266339302063,0.0019072561990469694,0.24123266339302063,1.0,1.0,39,39,,,,,,
0.24821218848228455,0.0011790783610194921,0.24821218848228455,1.0,1.0,40,40,,,,,,
0.24305114150047302,0.0014344180235639215,0.24305114150047302,1.0,1.0,41,41,,,,,,
0.24010437726974487,0.002834809012711048,0.24010437726974487,1.0,1.0,42,42,,,,,,
0.2458137720823288,0.0010863160714507103,0.2458137720823288,1.0,1.0,43,43,,,,,,
0.24066336452960968,0.0014436140190809965,0.24066336452960968,1.0,1.0,44,44,,,,,,
0.27868205308914185,0.0019662142731249332,0.27868205308914185,1.0,1.0,45,45,,,,,,
0.2647573947906494,0.001349522266536951,0.2647573947906494,1.0,1.0,46,46,,,,,,
0.2686600685119629,0.0018993755802512169,0.2686600685119629,1.0,1.0,47,47,,,,,,
0.23483005166053772,0.0036332097370177507,0.23483005166053772,1.0,1.0,48,48,,,,,,
,,,,,49,49,0.24766738712787628,0.0012298098299652338,0.24766738712787628,1.0,1.0,49.0
0.24766738712787628,0.0012298098299652338,0.24766738712787628,1.0,1.0,49,49,,,,,,
0.26376456022262573,0.0015947854844853282,0.26376456022262573,1.0,1.0,50,50,,,,,,
0.259170264005661,0.0014661254826933146,0.259170264005661,1.0,1.0,51,51,,,,,,
0.2603911757469177,0.0018635954475030303,0.2603911757469177,1.0,1.0,52,52,,,,,,
0.25768327713012695,0.0022357343696057796,0.25768327713012695,1.0,1.0,53,53,,,,,,
0.24648502469062805,0.0010887999087572098,0.24648502469062805,1.0,1.0,54,54,,,,,,
0.234554722905159,0.007079615257680416,0.234554722905159,1.0,1.0,55,55,,,,,,
0.2427910715341568,0.0010614919010549784,0.2427910715341568,1.0,1.0,56,56,,,,,,
0.2396160066127777,0.0010205653961747885,0.2396160066127777,1.0,1.0,57,57,,,,,,
0.2525615692138672,0.002459394745528698,0.2525615692138672,1.0,1.0,58,58,,,,,,
0.23876282572746277,0.0010131420567631721,0.23876282572746277,1.0,1.0,59,59,,,,,,
0.23370882868766785,0.0039708674885332584,0.23370882868766785,1.0,1.0,60,60,,,,,,
0.24242264032363892,0.001222030958160758,0.24242264032363892,1.0,1.0,61,61,,,,,,
0.2345142960548401,0.0011031364556401968,0.2345142960548401,1.0,1.0,62,62,,,,,,
0.2346314787864685,0.001128105679526925,0.2346314787864685,1.0,1.0,63,63,,,,,,
0.23943664133548737,0.0012550787068903446,0.23943664133548737,1.0,1.0,64,64,,,,,,
0.24001237750053406,0.0016524913953617215,0.24001237750053406,1.0,1.0,65,65,,,,,,
0.2350512444972992,0.0020594256930053234,0.2350512444972992,1.0,1.0,66,66,,,,,,
0.23809757828712463,0.001848970539867878,0.23809757828712463,1.0,1.0,67,67,,,,,,
0.23290804028511047,0.001510924194008112,0.23290804028511047,1.0,1.0,68,68,,,,,,
0.23740331828594208,0.0013580655213445425,0.23740331828594208,1.0,1.0,69,69,,,,,,
0.23045724630355835,0.0013688812032341957,0.23045724630355835,1.0,1.0,70,70,,,,,,
0.23197728395462036,0.0011712547857314348,0.23197728395462036,1.0,1.0,71,71,,,,,,
0.2367512583732605,0.0014947832096368074,0.2367512583732605,1.0,1.0,72,72,,,,,,
0.23248232901096344,0.0009912245441228151,0.23248232901096344,1.0,1.0,73,73,,,,,,
0.23243819177150726,0.0010029913391917944,0.23243819177150726,1.0,1.0,74,74,,,,,,
0.2309095412492752,0.0010521531803533435,0.2309095412492752,1.0,1.0,75,75,,,,,,
0.23598948121070862,0.002284819260239601,0.23598948121070862,1.0,1.0,76,76,,,,,,
0.23125356435775757,0.0009816116653382778,0.23125356435775757,1.0,1.0,77,77,,,,,,
0.23420695960521698,0.0023691998794674873,0.23420695960521698,1.0,1.0,78,78,,,,,,
0.23226916790008545,0.0011229615192860365,0.23226916790008545,1.0,1.0,79,79,,,,,,
0.23119094967842102,0.0010186841245740652,0.23119094967842102,1.0,1.0,80,80,,,,,,
0.23207107186317444,0.0011607883498072624,0.23207107186317444,1.0,1.0,81,81,,,,,,
0.23213472962379456,0.0012893150560557842,0.23213472962379456,1.0,1.0,82,82,,,,,,
0.23121145367622375,0.0010853327112272382,0.23121145367622375,1.0,1.0,83,83,,,,,,
0.23219725489616394,0.0020590934436768293,0.23219725489616394,1.0,1.0,84,84,,,,,,
0.2321467399597168,0.0022174997720867395,0.2321467399597168,1.0,1.0,85,85,,,,,,
