val/loss_simple,val/loss_vlb,val/loss,val/sunny_acc,val/inval_acc,val/loss_simple_ema,val/loss_vlb_ema,val/loss_ema,val/sunny_acc_ema,val/inval_acc_ema,epoch,step,train/loss_simple_epoch,train/loss_vlb_epoch,train/loss_epoch,train/sunny_acc_epoch,train/inval_acc_epoch
1.189854621887207,0.0186817217618227,1.189854621887207,1.0,1.0,0.39995449781417847,0.00405352795496583,0.39995449781417847,1.0,1.0,14,14,,,,,
,,,,,,,,,,14,14,1.159959077835083,0.010557771660387516,1.159959077835083,1.0,1.0
0.6637841463088989,0.002832758240401745,0.6637841463088989,1.0,1.0,0.38055846095085144,0.002636199351400137,0.38055846095085144,1.0,1.0,15,15,,,,,
,,,,,,,,,,15,15,1.2938299179077148,0.17233675718307495,1.2938299179077148,1.0,1.0
0.8088545799255371,0.003804786829277873,0.8088545799255371,1.0,1.0,0.6156080961227417,0.002611976582556963,0.6156080961227417,1.0,1.0,16,16,,,,,
,,,,,,,,,,16,16,0.49792587757110596,0.002192187123000622,0.49792587757110596,1.0,1.0
0.33294978737831116,0.003242199309170246,0.33294978737831116,1.0,1.0,0.5274573564529419,0.0022698375396430492,0.5274573564529419,1.0,1.0,17,17,,,,,
,,,,,,,,,,17,17,0.4033215641975403,0.002062439452856779,0.4033215641975403,1.0,1.0
0.7675370573997498,0.003664627205580473,0.7675370573997498,1.0,1.0,0.6986603736877441,0.0030312668532133102,0.6986603736877441,1.0,1.0,18,18,,,,,
,,,,,,,,,,18,18,0.6645909547805786,0.0028897300362586975,0.6645909547805786,1.0,1.0
0.27761173248291016,0.0020654506515711546,0.27761173248291016,1.0,1.0,1.2402846813201904,0.03251473233103752,1.2402846813201904,1.0,1.0,19,19,,,,,
,,,,,,,,,,19,19,0.738349437713623,0.0033430245239287615,0.738349437713623,1.0,1.0
1.125236988067627,0.00866902805864811,1.125236988067627,1.0,1.0,0.28902673721313477,0.002671126974746585,0.28902673721313477,1.0,1.0,20,20,,,,,
,,,,,,,,,,20,20,0.2764235734939575,0.001831273315474391,0.2764235734939575,1.0,1.0
0.6217730045318604,0.0026996019296348095,0.6217730045318604,1.0,1.0,0.4253598153591156,0.0018479303689673543,0.4253598153591156,1.0,1.0,21,21,,,,,
,,,,,,,,,,21,21,0.7863050699234009,0.003716668812558055,0.7863050699234009,1.0,1.0
0.2004491090774536,0.0017322368221357465,0.2004491090774536,1.0,1.0,0.5799492597579956,0.0024741042871028185,0.5799492597579956,1.0,1.0,22,22,,,,,
,,,,,,,,,,22,22,0.6856513619422913,0.0030027106404304504,0.6856513619422913,1.0,1.0
0.5726170539855957,0.002448449144139886,0.5726170539855957,1.0,1.0,0.2314305603504181,0.0016064299270510674,0.2314305603504181,1.0,1.0,23,23,,,,,
,,,,,,,,,,23,23,0.20482072234153748,0.0019983318634331226,0.20482072234153748,1.0,1.0
0.18688687682151794,0.0013512574369087815,0.18688687682151794,1.0,1.0,1.2799043655395508,0.02378806471824646,1.2799043655395508,1.0,1.0,24,24,,,,,
,,,,,,,,,,24,24,0.18608808517456055,0.001323685166426003,0.18608808517456055,1.0,1.0
0.5977598428726196,0.0025797912385314703,0.5977598428726196,1.0,1.0,0.663841724395752,0.0029253510292619467,0.663841724395752,1.0,1.0,25,25,,,,,
,,,,,,,,,,25,25,0.28100621700286865,0.0013566818088293076,0.28100621700286865,1.0,1.0
0.7382465600967407,0.003322439733892679,0.7382465600967407,1.0,1.0,0.2062729448080063,0.001083067269064486,0.2062729448080063,1.0,1.0,26,26,,,,,
,,,,,,,,,,26,26,0.14555814862251282,0.0011188951320946217,0.14555814862251282,1.0,1.0
0.5386351346969604,0.002297061961144209,0.5386351346969604,1.0,1.0,0.14557886123657227,0.0012282301904633641,0.14557886123657227,1.0,1.0,27,27,,,,,
,,,,,,,,,,27,27,0.19196590781211853,0.0009587106178514659,0.19196590781211853,1.0,1.0
0.10822692513465881,0.0010640304535627365,0.10822692513465881,1.0,1.0,0.658740758895874,0.0028949326369911432,0.658740758895874,1.0,1.0,28,28,,,,,
,,,,,,,,,,28,28,0.11931997537612915,0.000955259136389941,0.11931997537612915,1.0,1.0
0.10400073230266571,0.0007073699380271137,0.10400073230266571,1.0,1.0,0.14008793234825134,0.0008166178013198078,0.14008793234825134,1.0,1.0,29,29,,,,,
,,,,,,,,,,29,29,0.19483327865600586,0.0009459886932745576,0.19483327865600586,1.0,1.0
0.2175988256931305,0.0010163093684241176,0.2175988256931305,1.0,1.0,0.36658138036727905,0.001572853303514421,0.36658138036727905,1.0,1.0,30,30,,,,,
,,,,,,,,,,30,30,0.13226836919784546,0.000735978246666491,0.13226836919784546,1.0,1.0
1.383862018585205,0.011834442615509033,1.383862018585205,1.0,1.0,0.10305078327655792,0.0007124004769138992,0.10305078327655792,1.0,1.0,31,31,,,,,
,,,,,,,,,,31,31,0.7508564591407776,0.0033525116741657257,0.7508564591407776,1.0,1.0
0.10193443298339844,0.000634720316156745,0.10193443298339844,1.0,1.0,0.4262045621871948,0.0018082039896398783,0.4262045621871948,1.0,1.0,32,32,,,,,
,,,,,,,,,,32,32,0.8350757360458374,0.0039471955969929695,0.8350757360458374,1.0,1.0
0.13467681407928467,0.0007821033359505236,0.13467681407928467,1.0,1.0,1.399788737297058,0.01813783496618271,1.399788737297058,1.0,1.0,33,33,,,,,
,,,,,,,,,,33,33,0.3407505452632904,0.0014671438839286566,0.3407505452632904,1.0,1.0
0.9568668007850647,0.005442481022328138,0.9568668007850647,1.0,1.0,0.11402066797018051,0.0006659273058176041,0.11402066797018051,1.0,1.0,34,34,,,,,
,,,,,,,,,,34,34,0.114459328353405,0.0009579554898664355,0.114459328353405,1.0,1.0
0.12559959292411804,0.0011315346928313375,0.12559959292411804,1.0,1.0,0.19956564903259277,0.0009344184654764831,0.19956564903259277,1.0,1.0,35,35,,,,,
,,,,,,,,,,35,35,0.19903576374053955,0.0009529743692837656,0.19903576374053955,1.0,1.0
0.10892001539468765,0.0008790920255705714,0.10892001539468765,1.0,1.0,0.11453510820865631,0.0006844981107860804,0.11453510820865631,1.0,1.0,36,36,,,,,
,,,,,,,,,,36,36,0.23353588581085205,0.0010654265061020851,0.23353588581085205,1.0,1.0
0.08236223459243774,0.0005636178539134562,0.08236223459243774,1.0,1.0,1.02390718460083,0.005966959986835718,1.02390718460083,1.0,1.0,37,37,,,,,
,,,,,,,,,,37,37,0.18108856678009033,0.0008612036472186446,0.18108856678009033,1.0,1.0
0.0766688883304596,0.0005588900530710816,0.0766688883304596,1.0,1.0,1.4933933019638062,0.11771929264068604,1.4933933019638062,1.0,1.0,38,38,,,,,
